CELLNAME,LAT,LONG,LAC,CELLID,AZIMUTH,TECH,NODE
UJC1105X,31.78620417,35.20242594,10201,11057,330,3G,
UJC1107I,31.76894223,35.21553718,10201,11078,40,3G,
UJC1107J,31.76894223,35.21553718,10201,11079,130,3G,
UJC1107K,31.76894223,35.21553718,10201,11070,240,3G,
UJC1107R,31.76894223,35.21553718,10201,11071,40,3G,
UJC1107S,31.76894223,35.21553718,10201,11072,130,3G,
UJC1107T,31.76894223,35.21553718,10201,11073,240,3G,
UJC1107V,31.76894223,35.21553718,10201,11075,40,3G,
UJC1107W,31.76894223,35.21553718,10201,11076,130,3G,
UJC1107X,31.76894223,35.21553718,10201,11077,240,3G,
UJC1108I,31.79002161,35.22958886,10201,11088,80,3G,
UJC1108J,31.79002161,35.22958886,10201,11089,220,3G,
UJC1108K,31.79002161,35.22958886,10201,11080,320,3G,
UJC1108R,31.79002161,35.22958886,10201,11081,80,3G,
UJC1108S,31.79002161,35.22958886,10201,11082,220,3G,
UJC1108T,31.79002161,35.22958886,10201,11083,320,3G,
UJC1108V,31.79002161,35.22958886,10201,11085,80,3G,
UJC1108W,31.79002161,35.22958886,10201,11086,220,3G,
UJC1108X,31.79002161,35.22958886,10201,11087,320,3G,
UJC1110I,31.76946858,35.20984993,10201,11108,70,3G,
UJC1110J,31.76946858,35.20984993,10201,11109,220,3G,
UJC1110K,31.76946858,35.20984993,10201,11100,330,3G,
UJC1110R,31.76946858,35.20984993,10201,11101,70,3G,
UJC1110S,31.76946858,35.20984993,10201,11102,220,3G,
UJC1110T,31.76946858,35.20984993,10201,11103,330,3G,
UJC1110V,31.76946858,35.20984993,10201,11105,70,3G,
UJC1110W,31.76946858,35.20984993,10201,11106,220,3G,
UJC1110X,31.76946858,35.20984993,10201,11107,330,3G,
UJC1111I,31.77311668,35.22125967,10201,11118,20,3G,
UJC1111J,31.77311668,35.22125967,10201,11119,180,3G,
UJC1111K,31.77311668,35.22125967,10201,11110,260,3G,
UJC1111R,31.77311668,35.22125967,10201,11111,20,3G,
UJC1111S,31.77311668,35.22125967,10201,11112,180,3G,
UJC1111T,31.77311668,35.22125967,10201,11113,260,3G,
UJC1111V,31.77311668,35.22125967,10201,11115,20,3G,
UJC1111W,31.77311668,35.22125967,10201,11116,180,3G,
UJC1111X,31.77311668,35.22125967,10201,11117,260,3G,
UJC1124I,31.78822425,35.20701963,10201,11248,0,3G,
UJC1124J,31.78822425,35.20701963,10201,11249,140,3G,
UJC1124K,31.78822425,35.20701963,10201,11240,250,3G,
UJC1124R,31.78822425,35.20701963,10201,11241,0,3G,
UJC1124S,31.78822425,35.20701963,10201,11242,140,3G,
UJC1124T,31.78822425,35.20701963,10201,11243,250,3G,
UJC1124V,31.78822425,35.20701963,10201,11245,0,3G,
UJC1124W,31.78822425,35.20701963,10201,11246,140,3G,
UJC1124X,31.78822425,35.20701963,10201,11247,250,3G,
UJC1125I,31.78938732,35.19410562,10201,11258,120,3G,
UJC1125J,31.78938732,35.19410562,10201,11259,240,3G,
UJC1125R,31.78938732,35.19410562,10201,11251,120,3G,
UJC1125S,31.78938732,35.19410562,10201,11252,240,3G,
UJC1125V,31.78938732,35.19410562,10201,11255,120,3G,
UJC1125W,31.78938732,35.19410562,10201,11256,240,3G,
UJC1127I,31.78156233,35.19221976,10201,11278,50,3G,
UJC1127J,31.78156233,35.19221976,10201,11279,170,3G,
UJC1127R,31.78156233,35.19221976,10201,11271,50,3G,
UJC1127S,31.78156233,35.19221976,10201,11272,170,3G,
UJC1127V,31.78156233,35.19221976,10201,11275,50,3G,
UJC1127W,31.78156233,35.19221976,10201,11276,170,3G,
UJC1128I,31.76657971,35.20433708,10201,11288,120,3G,
UJC1128J,31.76657971,35.20433708,10201,11289,220,3G,
UJC1128K,31.76657971,35.20433708,10201,11280,340,3G,
UJC1128R,31.76657971,35.20433708,10201,11281,120,3G,
UJC1128S,31.76657971,35.20433708,10201,11282,220,3G,
UJC1128T,31.76657971,35.20433708,10201,11283,340,3G,
UJC1128V,31.76657971,35.20433708,10201,11285,120,3G,
UJC1128W,31.76657971,35.20433708,10201,11286,220,3G,
UJC1128X,31.76657971,35.20433708,10201,11287,340,3G,
UJC1133I,31.77842382,35.24299899,10201,11338,215,3G,
UJC1133J,31.77842382,35.24299899,10201,11339,300,3G,
UJC1133R,31.77842382,35.24299899,10201,11331,215,3G,
UJC1133S,31.77842382,35.24299899,10201,11332,300,3G,
UJC1133V,31.77842382,35.24299899,10201,11335,215,3G,
UJC1133W,31.77842382,35.24299899,10201,11336,300,3G,
UJC1145I,31.78501013,35.19102773,10201,11458,60,3G,
UJC1145J,31.78501013,35.19102773,10201,11459,200,3G,
UJC1145K,31.78501013,35.19102773,10201,11450,280,3G,
UJC1145R,31.78501013,35.19102773,10201,11451,60,3G,
UJC1145S,31.78501013,35.19102773,10201,11452,200,3G,
UJC1145T,31.78501013,35.19102773,10201,11453,280,3G,
UJC1145V,31.78501013,35.19102773,10201,11455,60,3G,
UJC1145W,31.78501013,35.19102773,10201,11456,200,3G,
UJC1145X,31.78501013,35.19102773,10201,11457,280,3G,
UJC1147I,31.78647383,35.21510747,10201,11478,30,3G,
UJC1147J,31.78647383,35.21510747,10201,11479,170,3G,
UJC1147K,31.78647383,35.21510747,10201,11470,270,3G,
UJC1147R,31.78647383,35.21510747,10201,11471,30,3G,
UJC1147S,31.78647383,35.21510747,10201,11472,170,3G,
UJC1147T,31.78647383,35.21510747,10201,11473,270,3G,
UJC1147V,31.78647383,35.21510747,10201,11475,30,3G,
UJC1147W,31.78647383,35.21510747,10201,11476,170,3G,
UJC1147X,31.78647383,35.21510747,10201,11477,270,3G,
UJC1151I,31.78230297,35.24698348,10201,11518,100,3G,
UJC1151J,31.78230297,35.24698348,10201,11519,350,3G,
UJC1151R,31.78230297,35.24698348,10201,11511,100,3G,
UJC1151S,31.78230297,35.24698348,10201,11512,350,3G,
UJC1151V,31.78230297,35.24698348,10201,11515,100,3G,
UJC1151W,31.78230297,35.24698348,10201,11516,350,3G,
UJC1168I,31.77499364,35.20204611,10201,11688,0,3G,
UJC1168J,31.77499364,35.20204611,10201,11689,120,3G,
UJC1168K,31.77499364,35.20204611,10201,11680,240,3G,
UJC1168R,31.77499364,35.20204611,10201,11681,0,3G,
UJC1168S,31.77499364,35.20204611,10201,11682,120,3G,
UJC1168T,31.77499364,35.20204611,10201,11683,240,3G,
UJC1168V,31.77499364,35.20204611,10201,11685,0,3G,
UJC1168W,31.77499364,35.20204611,10201,11686,120,3G,
UJC1168X,31.77499364,35.20204611,10201,11687,240,3G,
UJC1178I,31.58945097,35.18821176,10021,11788,10,3G,
UJC1178J,31.58945097,35.18821176,10021,11789,90,3G,
UJC1178K,31.58945097,35.18821176,10021,11780,190,3G,
UJC1178R,31.58945097,35.18821176,10021,11781,10,3G,
UJC1178S,31.58945097,35.18821176,10021,11782,90,3G,
UJC1178T,31.58945097,35.18821176,10021,11783,190,3G,
UJC1178V,31.58945097,35.18821176,10021,11785,10,3G,
UJC1178W,31.58945097,35.18821176,10021,11786,90,3G,
UJC1178X,31.58945097,35.18821176,10021,11787,190,3G,
UJC1185I,31.78600159,35.22320868,10201,11858,60,3G,
UJC1185J,31.78600159,35.22320868,10201,11859,170,3G,
UJC1185K,31.78600159,35.22320868,10201,11850,320,3G,
UJC1185R,31.78600159,35.22320868,10201,11851,60,3G,
UJC1185S,31.78600159,35.22320868,10201,11852,170,3G,
UJC1185T,31.78600159,35.22320868,10201,11853,320,3G,
UJC1185V,31.78600159,35.22320868,10201,11855,60,3G,
UJC1185W,31.78600159,35.22320868,10201,11856,170,3G,
UJC1185X,31.78600159,35.22320868,10201,11857,320,3G,
UJC1186I,31.75906033,35.23846658,10201,11868,40,3G,
UJC1186J,31.75906033,35.23846658,10201,11869,330,3G,
UJC1186R,31.75906033,35.23846658,10201,11861,40,3G,
UJC1186S,31.75906033,35.23846658,10201,11862,330,3G,
UJC1186V,31.75906033,35.23846658,10201,11865,40,3G,
UJC1186W,31.75906033,35.23846658,10201,11866,330,3G,
UJC2114I,31.76660398,35.2088697,10201,21148,20,3G,
UJC2114J,31.76660398,35.2088697,10201,21149,100,3G,
UJC2114K,31.76660398,35.2088697,10201,21140,180,3G,
UJC2114R,31.76660398,35.2088697,10201,21141,20,3G,
UJC2114S,31.76660398,35.2088697,10201,21142,100,3G,
UJC2114T,31.76660398,35.2088697,10201,21143,180,3G,
UJC2114V,31.76660398,35.2088697,10201,21145,20,3G,
UJC2114W,31.76660398,35.2088697,10201,21146,100,3G,
UJC2114X,31.76660398,35.2088697,10201,21147,180,3G,
UJC2233I,31.78711825,35.17597142,10201,22338,90,3G,
UJC2233J,31.78711825,35.17597142,10201,22339,210,3G,
UJC2233R,31.78711825,35.17597142,10201,22331,90,3G,
UJC2233S,31.78711825,35.17597142,10201,22332,210,3G,
UJC2233V,31.78711825,35.17597142,10201,22335,90,3G,
UJC2233W,31.78711825,35.17597142,10201,22336,210,3G,
UJE1152I,31.80405411,35.25986632,10202,11528,10,3G,
UJE1152J,31.80405411,35.25986632,10202,11529,170,3G,
UJE1152K,31.80405411,35.25986632,10202,11520,220,3G,
UJE1152R,31.80405411,35.25986632,10202,11521,10,3G,
UJE1152S,31.80405411,35.25986632,10202,11522,170,3G,
UJE1152T,31.80405411,35.25986632,10202,11523,220,3G,
UJE1152V,31.80405411,35.25986632,10202,11525,10,3G,
UJE1152W,31.80405411,35.25986632,10202,11526,170,3G,
UJE1152X,31.80405411,35.25986632,10202,11527,220,3G,
UJE1180I,31.76936029,35.29303549,10202,11808,20,3G,
UJE1180J,31.76936029,35.29303549,10202,11809,120,3G,
UJE1180K,31.76936029,35.29303549,10202,11800,260,3G,
UJE1180R,31.76936029,35.29303549,10202,11801,20,3G,
UJE1180S,31.76936029,35.29303549,10202,11802,120,3G,
UJE1180T,31.76936029,35.29303549,10202,11803,260,3G,
UJE1180V,31.76936029,35.29303549,10202,11805,20,3G,
UJE1180W,31.76936029,35.29303549,10202,11806,120,3G,
UJE1180X,31.76936029,35.29303549,10202,11807,260,3G,
UJN1013I,31.85727197,35.22010045,10202,10138,20,3G,
UJN1013J,31.85727197,35.22010045,10202,10139,130,3G,
UJN1013K,31.85727197,35.22010045,10202,10130,250,3G,
UJN1013R,31.85727197,35.22010045,10202,10131,20,3G,
UJN1013S,31.85727197,35.22010045,10202,10132,130,3G,
UJN1013T,31.85727197,35.22010045,10202,10133,250,3G,
UJN1013V,31.85727197,35.22010045,10202,10135,20,3G,
UJN1013W,31.85727197,35.22010045,10202,10136,130,3G,
UJN1013X,31.85727197,35.22010045,10202,10137,250,3G,
UJN1043I,31.7955012,35.22037691,10201,10438,0,3G,
UJN1043J,31.7955012,35.22037691,10201,10439,140,3G,
UJN1043K,31.7955012,35.22037691,10201,10430,260,3G,
UJN1043R,31.7955012,35.22037691,10201,10431,0,3G,
UJN1043S,31.7955012,35.22037691,10201,10432,140,3G,
UJN1043T,31.7955012,35.22037691,10201,10433,260,3G,
UJN1043V,31.7955012,35.22037691,10201,10435,0,3G,
UJN1043W,31.7955012,35.22037691,10201,10436,140,3G,
UJN1043X,31.7955012,35.22037691,10201,10437,260,3G,
UJN1067I,31.83102214,35.23462259,10202,10678,20,3G,
UJN1067J,31.83102214,35.23462259,10202,10679,100,3G,
UJN1067K,31.83102214,35.23462259,10202,10670,190,3G,
UJN1067R,31.83102214,35.23462259,10202,10671,20,3G,
UJN1067S,31.83102214,35.23462259,10202,10672,100,3G,
UJN1067T,31.83102214,35.23462259,10202,10673,190,3G,
UJN1067V,31.83102214,35.23462259,10202,10675,20,3G,
UJN1067W,31.83102214,35.23462259,10202,10676,100,3G,
UJN1067X,31.83102214,35.23462259,10202,10677,190,3G,
UJN1098I,31.79755259,35.2427747,10201,10988,75,3G,
UJN1098J,31.79755259,35.2427747,10201,10989,330,3G,
UJN1098K,31.79755259,35.2427747,10201,10980,359,3G,
UJN1098R,31.79755259,35.2427747,10201,10981,75,3G,
UJN1098S,31.79755259,35.2427747,10201,10982,330,3G,
UJN1098T,31.79755259,35.2427747,10201,10983,359,3G,
UJN1098V,31.79755259,35.2427747,10201,10985,75,3G,
UJN1098W,31.79755259,35.2427747,10201,10986,330,3G,
UJN1098X,31.79755259,35.2427747,10201,10987,359,3G,
UJN1099I,31.8058424,35.2348049,10201,10998,0,3G,
UJN1099J,31.8058424,35.2348049,10201,10999,120,3G,
UJN1099K,31.8058424,35.2348049,10201,10990,210,3G,
UJN1099R,31.8058424,35.2348049,10201,10991,0,3G,
UJN1099S,31.8058424,35.2348049,10201,10992,120,3G,
UJN1099T,31.8058424,35.2348049,10201,10993,210,3G,
UJN1099V,31.8058424,35.2348049,10201,10995,0,3G,
UJN1099W,31.8058424,35.2348049,10201,10996,120,3G,
UJN1099X,31.8058424,35.2348049,10201,10997,210,3G,
UJN1132I,31.84101503,35.23072726,10202,11328,255,3G,
UJN1132J,31.84101503,35.23072726,10202,11329,355,3G,
UJN1132R,31.84101503,35.23072726,10202,11321,255,3G,
UJN1132S,31.84101503,35.23072726,10202,11322,355,3G,
UJN1132V,31.84101503,35.23072726,10202,11325,255,3G,
UJN1132W,31.84101503,35.23072726,10202,11326,355,3G,
UJN1135I,31.8151079,35.19824375,10201,11358,100,3G,
UJN1135J,31.8151079,35.19824375,10201,11359,210,3G,
UJN1135K,31.8151079,35.19824375,10201,11350,330,3G,
UJN1135R,31.8151079,35.19824375,10201,11351,100,3G,
UJN1135S,31.8151079,35.19824375,10201,11352,210,3G,
UJN1135T,31.8151079,35.19824375,10201,11353,330,3G,
UJN1135V,31.8151079,35.19824375,10201,11355,100,3G,
UJN1135W,31.8151079,35.19824375,10201,11356,210,3G,
UJN1135X,31.8151079,35.19824375,10201,11357,330,3G,
UJN1136I,31.8126433,35.23163853,10202,11368,120,3G,
UJN1136J,31.8126433,35.23163853,10202,11369,290,3G,
UJN1136R,31.8126433,35.23163853,10202,11361,120,3G,
UJN1136S,31.8126433,35.23163853,10202,11362,290,3G,
UJN1136V,31.8126433,35.23163853,10202,11365,120,3G,
UJN1136W,31.8126433,35.23163853,10202,11366,290,3G,
UJN1137I,31.82262612,35.23222205,10202,11378,60,3G,
UJN1137J,31.82262612,35.23222205,10202,11379,120,3G,
UJN1137K,31.82262612,35.23222205,10202,11370,220,3G,
UJN1137R,31.82262612,35.23222205,10202,11371,60,3G,
UJN1137S,31.82262612,35.23222205,10202,11372,120,3G,
UJN1137T,31.82262612,35.23222205,10202,11373,220,3G,
UJN1137V,31.82262612,35.23222205,10202,11375,60,3G,
UJN1137W,31.82262612,35.23222205,10202,11376,120,3G,
UJN1137X,31.82262612,35.23222205,10202,11377,220,3G,
UJN1138I,31.81800959,35.22886187,10202,11388,200,3G,
UJN1138J,31.81800959,35.22886187,10202,11389,340,3G,
UJN1138R,31.81800959,35.22886187,10202,11381,200,3G,
UJN1138S,31.81800959,35.22886187,10202,11382,340,3G,
UJN1138V,31.81800959,35.22886187,10202,11385,200,3G,
UJN1138W,31.81800959,35.22886187,10202,11386,340,3G,
UJN1139I,31.79793282,35.23582571,10201,11398,0,3G,
UJN1139J,31.79793282,35.23582571,10201,11399,120,3G,
UJN1139K,31.79793282,35.23582571,10201,11390,260,3G,
UJN1139R,31.79793282,35.23582571,10201,11391,0,3G,
UJN1139S,31.79793282,35.23582571,10201,11392,120,3G,
UJN1139T,31.79793282,35.23582571,10201,11393,260,3G,
UJN1139V,31.79793282,35.23582571,10201,11395,0,3G,
UJN1139W,31.79793282,35.23582571,10201,11396,120,3G,
UJN1139X,31.79793282,35.23582571,10201,11397,260,3G,
UJN1155I,31.84424181,35.23900067,10202,11558,110,3G,
UJN1155J,31.84424181,35.23900067,10202,11559,200,3G,
UJN1155K,31.84424181,35.23900067,10202,11550,320,3G,
UJN1155R,31.84424181,35.23900067,10202,11551,110,3G,
UJN1155S,31.84424181,35.23900067,10202,11552,200,3G,
UJN1155T,31.84424181,35.23900067,10202,11553,320,3G,
UJN1155V,31.84424181,35.23900067,10202,11555,110,3G,
UJN1155W,31.84424181,35.23900067,10202,11556,200,3G,
UJN1155X,31.84424181,35.23900067,10202,11557,320,3G,
UJN1156I,31.82169074,35.18999362,10201,11568,110,3G,
UJN1156J,31.82169074,35.18999362,10201,11569,190,3G,
UJN1156K,31.82169074,35.18999362,10201,11560,270,3G,
UJN1156R,31.82169074,35.18999362,10201,11561,110,3G,
UJN1156S,31.82169074,35.18999362,10201,11562,190,3G,
UJN1156T,31.82169074,35.18999362,10201,11563,270,3G,
UJN1156V,31.82169074,35.18999362,10201,11565,110,3G,
UJN1156W,31.82169074,35.18999362,10201,11566,190,3G,
UJN1156X,31.82169074,35.18999362,10201,11567,270,3G,
UJN1157I,31.83316987,35.18225163,10202,11578,65,3G,
UJN1157J,31.83316987,35.18225163,10202,11579,140,3G,
UJN1157K,31.83316987,35.18225163,10202,11570,240,3G,
UJN1157L,31.83316987,35.18225163,10202,57996,320,3G,
UJN1157R,31.83316987,35.18225163,10202,11571,65,3G,
UJN1157S,31.83316987,35.18225163,10202,11572,140,3G,
UJN1157T,31.83316987,35.18225163,10202,11573,320,3G,
UJN1157V,31.83316987,35.18225163,10202,11575,65,3G,
UJN1157W,31.83316987,35.18225163,10202,11576,140,3G,
UJN1157X,31.83316987,35.18225163,10202,11577,320,3G,
UJN1158I,31.79852561,35.01436794,10202,11588,10,3G,
UJN1158J,31.79852561,35.01436794,10202,11589,175,3G,
UJN1158K,31.79852561,35.01436794,10202,11580,310,3G,
UJN1158R,31.79852561,35.01436794,10202,11581,10,3G,
UJN1158S,31.79852561,35.01436794,10202,11582,175,3G,
UJN1158T,31.79852561,35.01436794,10202,11583,310,3G,
UJN1158V,31.79852561,35.01436794,10202,11585,10,3G,
UJN1158W,31.79852561,35.01436794,10202,11586,175,3G,
UJN1158X,31.79852561,35.01436794,10202,11587,310,3G,
UJN1160I,31.86523252,35.1649154,10202,11608,90,3G,
UJN1160J,31.86523252,35.1649154,10202,11609,190,3G,
UJN1160R,31.86523252,35.1649154,10202,11601,60,3G,
UJN1160S,31.86523252,35.1649154,10202,11602,210,3G,
UJN1160V,31.86523252,35.1649154,10202,11605,60,3G,
UJN1160W,31.86523252,35.1649154,10202,11606,210,3G,
UJN1161I,31.87108969,35.14810937,10202,11618,90,3G,
UJN1161J,31.87108969,35.14810937,10202,11619,180,3G,
UJN1161K,31.87108969,35.14810937,10202,11610,270,3G,
UJN1161R,31.87108969,35.14810937,10202,11611,90,3G,
UJN1161S,31.87108969,35.14810937,10202,11612,180,3G,
UJN1161T,31.87108969,35.14810937,10202,11613,270,3G,
UJN1161V,31.87108969,35.14810937,10202,11615,90,3G,
UJN1161W,31.87108969,35.14810937,10202,11616,180,3G,
UJN1161X,31.87108969,35.14810937,10202,11617,270,3G,
UJN1162I,31.8835137,35.09215247,10081,11628,80,3G,
UJN1162J,31.8835137,35.09215247,10081,11629,280,3G,
UJN1162R,31.8835137,35.09215247,10081,11621,80,3G,
UJN1162S,31.8835137,35.09215247,10081,11622,280,3G,
UJN1162V,31.8835137,35.09215247,10081,11625,80,3G,
UJN1162W,31.8835137,35.09215247,10081,11626,280,3G,
UJN1163I,31.89867161,35.0384982,10081,11638,110,3G,
UJN1163J,31.89867161,35.0384982,10081,11639,200,3G,
UJN1163K,31.89867161,35.0384982,10081,11630,290,3G,
UJN1163R,31.89867161,35.0384982,10081,11631,110,3G,
UJN1163S,31.89867161,35.0384982,10081,11632,200,3G,
UJN1163T,31.89867161,35.0384982,10081,11633,290,3G,
UJN1163V,31.89867161,35.0384982,10081,11635,110,3G,
UJN1163W,31.89867161,35.0384982,10081,11636,200,3G,
UJN1163X,31.89867161,35.0384982,10081,11637,290,3G,
UJN1164I,31.91195394,35.01814333,10081,11648,30,3G,
UJN1164J,31.91195394,35.01814333,10081,11649,160,3G,
UJN1164K,31.91195394,35.01814333,10081,11640,260,3G,
UJN1164R,31.91195394,35.01814333,10081,11641,30,3G,
UJN1164S,31.91195394,35.01814333,10081,11642,160,3G,
UJN1164T,31.91195394,35.01814333,10081,11643,260,3G,
UJN1164V,31.91195394,35.01814333,10081,11645,30,3G,
UJN1164W,31.91195394,35.01814333,10081,11646,160,3G,
UJN1164X,31.91195394,35.01814333,10081,11647,260,3G,
UJN1165I,31.93072563,34.99166772,10081,11658,160,3G,
UJN1165J,31.93072563,34.99166772,10081,11659,240,3G,
UJN1165K,31.93072563,34.99166772,10081,11650,310,3G,
UJN1165R,31.93072563,34.99166772,10081,11651,160,3G,
UJN1165S,31.93072563,34.99166772,10081,11652,240,3G,
UJN1165T,31.93072563,34.99166772,10081,11653,310,3G,
UJN1165V,31.93072563,34.99166772,10081,11655,160,3G,
UJN1165W,31.93072563,34.99166772,10081,11656,240,3G,
UJN1165X,31.93072563,34.99166772,10081,11657,310,3G,
UJN1166I,31.95208247,34.95771808,10082,11668,20,3G,
UJN1166J,31.95208247,34.95771808,10082,11669,120,3G,
UJN1166K,31.95208247,34.95771808,10082,11660,280,3G,
UJN1166R,31.95208247,34.95771808,10082,11661,20,3G,
UJN1166S,31.95208247,34.95771808,10082,11662,120,3G,
UJN1166T,31.95208247,34.95771808,10082,11663,280,3G,
UJN1166V,31.95208247,34.95771808,10082,11665,20,3G,
UJN1166W,31.95208247,34.95771808,10082,11666,120,3G,
UJN1166X,31.95208247,34.95771808,10082,11667,280,3G,
UJN1175I,32.01429025,35.0597277,10072,11758,0,3G,
UJN1175J,32.01429025,35.0597277,10072,11759,100,3G,
UJN1175K,32.01429025,35.0597277,10072,11750,290,3G,
UJN1175R,32.01429025,35.0597277,10072,11751,0,3G,
UJN1175S,32.01429025,35.0597277,10072,11752,100,3G,
UJN1175T,32.01429025,35.0597277,10072,11753,290,3G,
UJN1175V,32.01429025,35.0597277,10072,11755,0,3G,
UJN1175W,32.01429025,35.0597277,10072,11756,100,3G,
UJN1175X,32.01429025,35.0597277,10072,11757,290,3G,
UJN1187I,31.81615081,35.19530146,10201,11878,110,3G,
UJN1187J,31.81615081,35.19530146,10201,11879,210,3G,
UJN1187K,31.81615081,35.19530146,10201,11870,320,3G,
UJN1187R,31.81615081,35.19530146,10201,11871,110,3G,
UJN1187S,31.81615081,35.19530146,10201,11872,210,3G,
UJN1187T,31.81615081,35.19530146,10201,11873,320,3G,
UJN1187V,31.81615081,35.19530146,10201,11875,110,3G,
UJN1187W,31.81615081,35.19530146,10201,11876,210,3G,
UJN1187X,31.81615081,35.19530146,10201,11877,320,3G,
UJN1188I,31.8340734,35.24557222,10202,11888,100,3G,
UJN1188J,31.8340734,35.24557222,10202,11889,350,3G,
UJN1188R,31.8340734,35.24557222,10202,11881,100,3G,
UJN1188S,31.8340734,35.24557222,10202,11882,350,3G,
UJN1188V,31.8340734,35.24557222,10202,11885,100,3G,
UJN1188W,31.8340734,35.24557222,10202,11886,350,3G,
UJN1189I,31.82126283,35.18508751,10201,11898,140,3G,
UJN1189J,31.82126283,35.18508751,10201,11899,230,3G,
UJN1189K,31.82126283,35.18508751,10201,11890,350,3G,
UJN1189R,31.82126283,35.18508751,10201,11891,140,3G,
UJN1189S,31.82126283,35.18508751,10201,11892,230,3G,
UJN1189T,31.82126283,35.18508751,10201,11893,350,3G,
UJN1189V,31.82126283,35.18508751,10201,11895,140,3G,
UJN1189W,31.82126283,35.18508751,10201,11896,230,3G,
UJN1189X,31.82126283,35.18508751,10201,11897,350,3G,
UJN1193I,31.81601389,35.24860278,10202,11938,40,3G,
UJN1193J,31.81601389,35.24860278,10202,11939,330,3G,
UJN1193R,31.81601389,35.24860278,10202,11931,40,3G,
UJN1193S,31.81601389,35.24860278,10202,11932,330,3G,
UJN1193V,31.81601389,35.24860278,10202,11935,40,3G,
UJN1193W,31.81601389,35.24860278,10202,11936,330,3G,
UJN1196I,32.2813734,35.13175435,10072,11968,40,3G,
UJN1196J,32.2813734,35.13175435,10072,11969,180,3G,
UJN1196K,32.2813734,35.13175435,10072,11960,290,3G,
UJN1196R,32.2813734,35.13175435,10072,11961,40,3G,
UJN1196S,32.2813734,35.13175435,10072,11962,180,3G,
UJN1196T,32.2813734,35.13175435,10072,11963,290,3G,
UJN1196V,32.2813734,35.13175435,10072,11965,40,3G,
UJN1196W,32.2813734,35.13175435,10072,11966,180,3G,
UJN1196X,32.2813734,35.13175435,10072,11967,290,3G,
UJN1202I,32.10450321,35.03930211,10071,12028,120,3G,
UJN1202J,32.10450321,35.03930211,10071,12029,250,3G,
UJN1202K,32.10450321,35.03930211,10071,12020,330,3G,
UJN1202R,32.10450321,35.03930211,10071,12021,120,3G,
UJN1202S,32.10450321,35.03930211,10071,12022,250,3G,
UJN1202T,32.10450321,35.03930211,10071,12023,330,3G,
UJN1202V,32.10450321,35.03930211,10071,12025,120,3G,
UJN1202W,32.10450321,35.03930211,10071,12026,250,3G,
UJN1202X,32.10450321,35.03930211,10071,12027,330,3G,
UJN1204I,32.11000022,35.12055212,10072,12048,90,3G,
UJN1204J,32.11000022,35.12055212,10072,12049,250,3G,
UJN1204K,32.11000022,35.12055212,10072,12040,310,3G,
UJN1204R,32.11000022,35.12055212,10072,12041,90,3G,
UJN1204S,32.11000022,35.12055212,10072,12042,250,3G,
UJN1204T,32.11000022,35.12055212,10072,12043,310,3G,
UJN1204V,32.11000022,35.12055212,10072,12045,90,3G,
UJN1204W,32.11000022,35.12055212,10072,12046,250,3G,
UJN1204X,32.11000022,35.12055212,10072,12047,310,3G,
UJN1205I,32.10329489,35.21064082,10072,12058,10,3G,
UJN1205J,32.10329489,35.21064082,10072,12059,130,3G,
UJN1205K,32.10329489,35.21064082,10072,12050,220,3G,
UJN1205L,32.10329489,35.21064082,10072,58045,280,3G,
UJN1205R,32.10329489,35.21064082,10072,12051,10,3G,
UJN1205S,32.10329489,35.21064082,10072,12052,130,3G,
UJN1205T,32.10329489,35.21064082,10072,12053,220,3G,
UJN1205U,32.10329489,35.21064082,10072,58047,280,3G,
UJN1205V,32.10329489,35.21064082,10072,12055,10,3G,
UJN1205W,32.10329489,35.21064082,10072,12056,130,3G,
UJN1205X,32.10329489,35.21064082,10072,12057,220,3G,
UJN1205Y,32.10329489,35.21064082,10072,58046,280,3G,
UJN1206I,32.12182871,35.24550537,10072,12068,10,3G,
UJN1206J,32.12182871,35.24550537,10072,12069,110,3G,
UJN1206K,32.12182871,35.24550537,10072,12060,180,3G,
UJN1206L,32.12182871,35.24550537,10072,57678,270,3G,
UJN1206R,32.12182871,35.24550537,10072,12061,10,3G,
UJN1206S,32.12182871,35.24550537,10072,12062,110,3G,
UJN1206T,32.12182871,35.24550537,10072,12063,180,3G,
UJN1206U,32.12182871,35.24550537,10072,57676,270,3G,
UJN1206V,32.12182871,35.24550537,10072,12065,10,3G,
UJN1206W,32.12182871,35.24550537,10072,12066,110,3G,
UJN1206X,32.12182871,35.24550537,10072,12067,180,3G,
UJN1206Y,32.12182871,35.24550537,10072,57677,270,3G,
UJN1208I,32.09004368,35.34285207,10072,12088,120,3G,
UJN1208J,32.09004368,35.34285207,10072,12089,240,3G,
UJN1208K,32.09004368,35.34285207,10072,12080,350,3G,
UJN1208R,32.09004368,35.34285207,10072,12081,120,3G,
UJN1208S,32.09004368,35.34285207,10072,12082,240,3G,
UJN1208T,32.09004368,35.34285207,10072,12083,350,3G,
UJN1208V,32.09004368,35.34285207,10072,12085,120,3G,
UJN1208W,32.09004368,35.34285207,10072,12086,240,3G,
UJN1208X,32.09004368,35.34285207,10072,12087,350,3G,
UJN1209I,32.06864137,35.39363385,10072,12098,10,3G,
UJN1209J,32.06864137,35.39363385,10072,12099,90,3G,
UJN1209K,32.06864137,35.39363385,10072,12090,280,3G,
UJN1209R,32.06864137,35.39363385,10072,12091,10,3G,
