CELLNAME	LAT	LONG	LAC	CELLID	AZIMUTH	TECH	NODE
CW0977A	31.8774452102004	35.0271116508025	10454	9771	30	2G	
CW0977B	31.8774452102004	35.0271116508025	10454	9772	160	2G	
CW0977C	31.8774452102004	35.0271116508025	10454	9773	300	2G	
EA0471B	32.2302276984635	35.2710416003887	10463	4712	155	2G	
EA1176D	32.314929457543	35.5009620600521	10463	11764	10	2G	
EA1176E	32.314929457543	35.5009620600521	10463	11765	190	2G	
EA1176F	32.314929457543	35.5009620600521	10463	11766	290	2G	
EA1602D	32.3201742345604	35.5425388853439	10463	16024	170	2G	
EA1602E	32.3201742345604	35.5425388853439	10463	16025	340	2G	
EA1603D	32.1543754726674	35.5238048898694	10463	16034	10	2G	
EA1603E	32.1543754726674	35.5238048898694	10463	16035	200	2G	
EA1606D	31.910896026997	35.4650552574194	10463	16064	10	2G	
EA1606E	31.910896026997	35.4650552574194	10463	16065	80	2G	
EA1606F	31.910896026997	35.4650552574194	10463	16066	180	2G	
EA1607A	31.7639456812298	35.5019730035155	10463	16071	10	2G	
EA1607B	31.7639456812298	35.5019730035155	10463	16072	160	2G	
EA1607C	31.7639456812298	35.5019730035155	10463	16073	260	2G	
EA1608D	31.5678650614173	35.4063843186259	10473	16084	0	2G	
EA1608E	31.5678650614173	35.4063843186259	10473	16085	200	2G	
EA1609A	31.4523551703107	35.3916942051856	10473	16091	350	2G	
EA1609B	31.4523551703107	35.3916942051856	10473	16092	190	2G	
EA1609C	31.4523551703107	35.3916942051856	10473	16093	275	2G	
EA1609D	31.4523551703107	35.3916942051856	10473	16094	0	2G	
EA1609E	31.4523551703107	35.3916942051856	10473	16095	200	2G	
EA1611D	32.0416701286398	35.4599954743403	10463	16114	40	2G	
EA1611E	32.0416701286398	35.4599954743403	10463	16115	200	2G	
EA1611F	32.0416701286398	35.4599954743403	10463	16116	280	2G	
EA1612D	32.2603606529376	35.5516620347705	10463	16124	0	2G	
EA1612E	32.2603606529376	35.5516620347705	10463	16125	180	2G	
EA1617A	31.3312991014297	35.4008962265021	10473	16171	200	2G	
EA1617B	31.3312991014297	35.4008962265021	10473	16172	250	2G	
EA1617C	31.3312991014297	35.4008962265021	10473	16173	340	2G	
EA1618A	31.6706711746855	35.4420793204155	10473	16181	10	2G	
EA1618B	31.6706711746855	35.4420793204155	10473	16182	210	2G	
EA1619A	31.8034143209743	35.3283149748024	10472	16191	40	2G	
EA1619B	31.8034143209743	35.3283149748024	10472	16192	160	2G	
EA1619C	31.8034143209743	35.3283149748024	10472	16193	260	2G	
EA1620A	31.811574972196	35.39470308569	10463	16201	130	2G	
EA1620B	31.811574972196	35.39470308569	10463	16202	330	2G	
EA2003A	31.6794502567059	35.1031078116075	10473	20031	40	2G	
EA2003C	31.6794502567059	35.1031078116075	10473	20033	250	2G	
EA2005A	31.7750720688709	35.2330107208461	10471	20051	0	2G	
EA2005B	31.7750720688709	35.2330107208461	10471	20052	170	2G	
EA2005C	31.7750720688709	35.2330107208461	10471	20053	260	2G	
EA2006A	31.8137056650297	35.2377013924579	10472	20061	160	2G	
EA2006B	31.8137056650297	35.2377013924579	10472	20062	280	2G	
EA2007A	31.8153477248677	35.2375646157349	10472	20071	80	2G	
EA2007B	31.8153477248677	35.2375646157349	10472	20072	260	2G	
EA2007C	31.8153477248677	35.2375646157349	10472	20073	350	2G	
EA2009A	31.8073039477735	35.2469656039243	10472	20091	0	2G	
EA2009B	31.8073039477735	35.2469656039243	10472	20092	150	2G	
EA2009C	31.8073039477735	35.2469656039243	10472	20093	270	2G	
EA2010A	31.7939374482628	35.1454383366648	10471	20101	20	2G	
EA2010B	31.7939374482628	35.1454383366648	10471	20102	110	2G	
EA2010C	31.7939374482628	35.1454383366648	10471	20103	230	2G	
EA2011A	31.7682076095307	35.1723307485167	10471	20111	170	2G	
EA2011B	31.7682076095307	35.1723307485167	10471	20112	270	2G	
EA2012A	31.7570822733898	35.1543917505559	10472	20121	40	2G	
EA2012B	31.7570822733898	35.1543917505559	10472	20122	130	2G	
EA2012C	31.7570822733898	35.1543917505559	10472	20123	230	2G	
EA2013A	31.7617337794673	35.1748565382095	10472	20131	30	2G	
EA2013B	31.7617337794673	35.1748565382095	10472	20132	120	2G	
EA2013C	31.7617337794673	35.1748565382095	10472	20133	250	2G	
EA2014A	31.746755249885	35.2254659179964	10472	20141	30	2G	
EA2014B	31.746755249885	35.2254659179964	10472	20142	120	2G	
EA2014C	31.746755249885	35.2254659179964	10472	20143	260	2G	
EA2015A	31.7344809790923	35.2240283438221	10472	20151	80	2G	
EA2015B	31.7344809790923	35.2240283438221	10472	20152	180	2G	
EA2017A	31.7895858756834	35.2118660477533	10471	20171	125	2G	
EA2017B	31.7895858756834	35.2118660477533	10471	20172	225	2G	
EA2018A	31.7921684380476	35.2378452685548	10471	20181	215	2G	
EA2018B	31.7921684380476	35.2378452685548	10471	20182	335	2G	
EA2019A	31.8348268676115	35.2250773492113	10472	20191	135	2G	
EA2019B	31.8348268676115	35.2250773492113	10472	20192	255	2G	
EA2021A	31.7976195309964	35.2274100635294	10471	20211	40	2G	
EA2021B	31.7976195309964	35.2274100635294	10471	20212	130	2G	
EA2021C	31.7976195309964	35.2274100635294	10471	20213	240	2G	
EA2022A	31.8034540660439	35.2299780608255	10471	20221	140	2G	
EA2022B	31.8034540660439	35.2299780608255	10471	20222	240	2G	
EA2023B	31.780396270995	35.199427937753	10471	20232	200	2G	
EA2023C	31.780396270995	35.199427937753	10471	20233	320	2G	
EA2024A	31.7793768266111	35.1909191289229	10471	20241	50	2G	
EA2024B	31.7793768266111	35.1909191289229	10471	20242	130	2G	
EA2024C	31.7793768266111	35.1909191289229	10471	20243	230	2G	
EA2025A	31.7855981985415	35.1867261231448	10471	20251	0	2G	
EA2025B	31.7855981985415	35.1867261231448	10471	20252	120	2G	
EA2025C	31.7855981985415	35.1867261231448	10471	20253	240	2G	
EA2028A	31.826101013179	35.2253327109686	10472	20281	65	2G	
EA2028B	31.826101013179	35.2253327109686	10472	20282	150	2G	
EA2028C	31.826101013179	35.2253327109686	10472	20283	325	2G	
EA2029D	31.7793167180276	35.2449421394703	10472	20294	20	2G	
EA2029E	31.7793167180276	35.2449421394703	10472	20295	130	2G	
EA2029F	31.7793167180276	35.2449421394703	10472	20296	210	2G	
EA2030A	31.7765246196787	35.2307197345899	10471	20301	50	2G	
EA2030B	31.7765246196787	35.2307197345899	10471	20302	140	2G	
EA2033A	31.7823036749652	35.2570879566714	10472	20331	80	2G	
EA2033B	31.7823036749652	35.2570879566714	10472	20332	260	2G	
EA2033C	31.7823036749652	35.2570879566714	10472	20333	350	2G	
EA2035A	31.7969338622956	35.2903234754443	10472	20351	50	2G	
EA2035B	31.7969338622956	35.2903234754443	10472	20352	120	2G	
EA2035C	31.7969338622956	35.2903234754443	10472	20353	180	2G	
EA2040A	31.8263141332127	35.4311540962734	10463	20401	35	2G	
EA2040B	31.8263141332127	35.4311540962734	10463	20402	140	2G	
EA2040C	31.8263141332127	35.4311540962734	10463	20403	290	2G	
EA2041A	31.8085666101741	35.226650475868	10471	20411	70	2G	
EA2041B	31.8085666101741	35.226650475868	10471	20412	150	2G	
EA2041C	31.8085666101741	35.226650475868	10471	20413	280	2G	
EA2043A	31.732579394805	35.1974897067333	10472	20431	20	2G	
EA2043B	31.732579394805	35.1974897067333	10472	20432	120	2G	
EA2043C	31.732579394805	35.1974897067333	10472	20433	200	2G	
EA2045A	31.9308089202314	35.0353311508891	10454	20451	0	2G	
EA2045B	31.9308089202314	35.0353311508891	10454	20452	90	2G	
EA2045C	31.9308089202314	35.0353311508891	10454	20453	170	2G	
EA2045D	31.9308089202314	35.0353311508891	10454	20454	0	2G	
EA2045E	31.9308089202314	35.0353311508891	10454	20455	90	2G	
EA2045G	31.9308089202314	35.0353311508891	10454	20457	260	2G	
EA2046A	31.8636111095412	35.1750000003114	10472	20461	10	2G	
EA2046B	31.8636111095412	35.1750000003114	10472	20462	110	2G	
EA2046C	31.8636111095412	35.1750000003114	10472	20463	240	2G	
EA2047A	31.8210013311669	35.1221141239441	10472	20471	60	2G	
EA2047B	31.8210013311669	35.1221141239441	10472	20472	210	2G	
EA2048A	32.178506938335	35.1006151106481	10463	20481	60	2G	
EA2048B	32.178506938335	35.1006151106481	10463	20482	150	2G	
EA2048C	32.178506938335	35.1006151106481	10463	20483	230	2G	
EA2049A	31.7727843480048	35.2126346865378	10471	20491	90	2G	
EA2049B	31.7727843480048	35.2126346865378	10471	20492	190	2G	
EA2056A	31.7449472406935	34.9662179313237	10473	20561	0	2G	
EA2056B	31.7449472406935	34.9662179313237	10473	20562	90	2G	
EA2056C	31.7449472406935	34.9662179313237	10473	20563	290	2G	
EA2057A	31.7222184945588	34.9797177290431	10473	20571	50	2G	
EA2057B	31.7222184945588	34.9797177290431	10473	20572	120	2G	
EA2059A	31.7537792425983	35.2349986831292	10472	20591	30	2G	
EA2059B	31.7537792425983	35.2349986831292	10472	20592	150	2G	
EA2059C	31.7537792425983	35.2349986831292	10472	20593	230	2G	
EA2060A	31.7805117170953	35.2247032576699	10471	20601	0	2G	
EA2060B	31.7805117170953	35.2247032576699	10471	20602	150	2G	
EA2060C	31.7805117170953	35.2247032576699	10471	20603	240	2G	
EA2061A	31.7954055667963	34.9760016683969	10412	20611	110	2G	
EA2061C	31.7954055667963	34.9760016683969	10412	20613	280	2G	
EA2062A	31.7935718754321	35.2054994100312	10471	20621	10	2G	
EA2062B	31.7935718754321	35.2054994100312	10471	20622	120	2G	
EA2062C	31.7935718754321	35.2054994100312	10471	20623	285	2G	
EA2063A	31.781442426809	35.2190229183157	10471	20631	160	2G	
EA2063B	31.781442426809	35.2190229183157	10471	20632	240	2G	
EA2063C	31.781442426809	35.2190229183157	10471	20633	340	2G	
EA2065A	31.7099036408589	35.0501337876584	10473	20651	0	2G	
EA2065B	31.7099036408589	35.0501337876584	10473	20652	80	2G	
EA2065C	31.7099036408589	35.0501337876584	10473	20653	270	2G	
EA2066A	31.6643309491718	34.9931653379433	10473	20661	0	2G	
EA2066B	31.6643309491718	34.9931653379433	10473	20662	90	2G	
EA2066C	31.6643309491718	34.9931653379433	10473	20663	210	2G	
EA2068A	32.0673289721303	35.2849975612758	10463	20681	140	2G	
EA2068B	32.0673289721303	35.2849975612758	10463	20682	270	2G	
EA2068C	32.0673289721303	35.2849975612758	10463	20683	350	2G	
EA2069A	31.9510210574687	35.2582913594082	10463	20691	90	2G	
EA2069B	31.9510210574687	35.2582913594082	10463	20692	200	2G	
EA2069C	31.9510210574687	35.2582913594082	10463	20693	350	2G	
EA2070D	32.2365642798066	35.4467978245988	10463	20704	40	2G	
EA2070E	32.2365642798066	35.4467978245988	10463	20705	180	2G	
EA2070F	32.2365642798066	35.4467978245988	10463	20706	270	2G	
EA2074A	31.7633051708867	35.1873215206664	10472	20741	170	2G	
EA2074B	31.7633051708867	35.1873215206664	10472	20742	270	2G	
EA2075A	31.852624118531	35.2674411818729	10472	20751	140	2G	
EA2075B	31.852624118531	35.2674411818729	10472	20752	230	2G	
EA2075C	31.852624118531	35.2674411818729	10472	20753	330	2G	
EA2076A	31.7195015548876	35.107135291856	10473	20761	0	2G	
EA2076B	31.7195015548876	35.107135291856	10473	20762	130	2G	
EA2076C	31.7195015548876	35.107135291856	10473	20763	260	2G	
EA2077A	31.7688211207171	35.2377272688977	10472	20771	220	2G	
EA2077B	31.7688211207171	35.2377272688977	10472	20772	310	2G	
EA2078B	32.1066115467209	35.1771000049911	10463	20782	230	2G	
EA2078C	32.1066115467209	35.1771000049911	10463	20783	330	2G	
EA2079A	32.0379018065329	35.0314400440008	10463	20791	80	2G	
EA2079B	32.0379018065329	35.0314400440008	10463	20792	170	2G	
EA2079C	32.0379018065329	35.0314400440008	10463	20793	270	2G	
EA2080B	31.9466107350825	35.2297315710783	10463	20802	190	2G	
EA2080C	31.9466107350825	35.2297315710783	10463	20803	260	2G	
EA2081A	32.0101398326327	35.1308870670532	10463	20811	90	2G	
EA2081B	32.0101398326327	35.1308870670532	10463	20812	180	2G	
EA2081C	32.0101398326327	35.1308870670532	10463	20813	280	2G	
EA2082A	31.9437860750165	35.1478713607647	10463	20821	40	2G	
EA2082B	31.9437860750165	35.1478713607647	10463	20822	130	2G	
EA2082C	31.9437860750165	35.1478713607647	10463	20823	230	2G	
EA2082G	31.9437860750165	35.1478713607647	10463	20827	320	2G	
EA2083A	31.9357807132447	35.338659954252	10463	20831	0	2G	
EA2083B	31.9357807132447	35.338659954252	10463	20832	180	2G	
EA2083C	31.9357807132447	35.338659954252	10463	20833	270	2G	
EA2084C	31.7774830258961	35.0975182575875	10472	20843	330	2G	
EA2084D	31.7774830258961	35.0975182575875	10472	20844	60	2G	
EA2086A	32.2382700329716	35.3362329247775	10463	20861	90	2G	
EA2086B	32.2382700329716	35.3362329247775	10463	20862	220	2G	
EA2086C	32.2382700329716	35.3362329247775	10463	20863	330	2G	
EA2087A	31.362071962721	35.1144975639472	10473	20871	0	2G	
EA2087B	31.362071962721	35.1144975639472	10473	20872	160	2G	
EA2087C	31.362071962721	35.1144975639472	10473	20873	250	2G	
EA2087D	31.362071962721	35.1144975639472	10473	20874	0	2G	
EA2088A	31.4095463469001	35.1611385392572	10473	20881	30	2G	
EA2088B	31.4095463469001	35.1611385392572	10473	20882	240	2G	
EA2088C	31.4095463469001	35.1611385392572	10473	20883	310	2G	
EA2089A	31.7419140628576	35.0659423623075	10473	20891	10	2G	
EA2089B	31.7419140628576	35.0659423623075	10473	20892	120	2G	
EA2089C	31.7419140628576	35.0659423623075	10473	20893	280	2G	
EA2098A	31.7887192710456	35.2187501461894	10471	20981	110	2G	
EA2098B	31.7887192710456	35.2187501461894	10471	20982	280	2G	
EA2098C	31.7887192710456	35.2187501461894	10471	20983	350	2G	
EA2102A	31.7152531735459	35.0167240587436	10473	21021	190	2G	
EA2102B	31.7152531735459	35.0167240587436	10473	21022	270	2G	
EA2103A	31.8088105179789	35.1051389506255	10472	21031	50	2G	
EA2103B	31.8088105179789	35.1051389506255	10472	21032	150	2G	
EA2104A	31.7859535565914	35.2110023823969	10471	21041	30	2G	
EA2104B	31.7859535565914	35.2110023823969	10471	21042	120	2G	
EA2104C	31.7859535565914	35.2110023823969	10471	21043	220	2G	
EA2105A	31.6493642766307	35.2259393843554	10473	21051	30	2G	
EA2105B	31.6493642766307	35.2259393843554	10473	21052	120	2G	
EA2105C	31.6493642766307	35.2259393843554	10473	21053	250	2G	
EA2106A	31.7519242389145	35.217857997599	10472	21061	30	2G	
EA2106B	31.7519242389145	35.217857997599	10472	21062	150	2G	
EA2106C	31.7519242389145	35.217857997599	10472	21063	250	2G	
EA2107A	31.6471870867752	35.114420521877	10473	21071	40	2G	
EA2107B	31.6471870867752	35.114420521877	10473	21072	120	2G	
EA2107C	31.6471870867752	35.114420521877	10473	21073	200	2G	
EA2108A	32.2172106081863	35.1592036390169	10463	21081	20	2G	
EA2108B	32.2172106081863	35.1592036390169	10463	21082	120	2G	
EA2108C	32.2172106081863	35.1592036390169	10463	21083	210	2G	
EA2120A	31.5240330084322	35.1104009048688	10473	21201	100	2G	
EA2120B	31.5240330084322	35.1104009048688	10473	21202	220	2G	
EA2120C	31.5240330084322	35.1104009048688	10473	21203	300	2G	
EA2121A	32.1515374573269	35.1046946182286	10463	21211	70	2G	
EA2121B	32.1515374573269	35.1046946182286	10463	21212	150	2G	
EA2121C	32.1515374573269	35.1046946182286	10463	21213	330	2G	
EA2122A	32.0686735286865	35.0687874769176	10463	21221	80	2G	
EA2122B	32.0686735286865	35.0687874769176	10463	21222	250	2G	
EA2122C	32.0686735286865	35.0687874769176	10463	21223	320	2G	
EA2123A	32.0942143311045	35.1231897515964	10463	21231	40	2G	
EA2123B	32.0942143311045	35.1231897515964	10463	21232	195	2G	
EA2123C	32.0942143311045	35.1231897515964	10463	21233	260	2G	
EA2123G	32.0942143311045	35.1231897515964	10463	21237	340	2G	
EA2125A	31.8893952509483	35.0343823266814	10454	21251	180	2G	
EA2125B	31.8893952509483	35.0343823266814	10454	21252	260	2G	
EA2125C	31.8893952509483	35.0343823266814	10454	21253	340	2G	
EA2126A	31.7996081778915	35.1640095401644	10471	21261	240	2G	
EA2126B	31.7996081778915	35.1640095401644	10471	21262	340	2G	
EA2129A	31.7955500459012	35.2427421577093	10472	21291	60	2G	
EA2129B	31.7955500459012	35.2427421577093	10472	21292	150	2G	
EA2129C	31.7955500459012	35.2427421577093	10472	21293	300	2G	
EA2130A	32.2749357901191	35.5123269580832	10463	21301	150	2G	
EA2130B	32.2749357901191	35.5123269580832	10463	21302	240	2G	
EA2130C	32.2749357901191	35.5123269580832	10463	21303	320	2G	
EA2131A	32.1696404084758	35.0722453762791	10463	21311	90	2G	
EA2131B	32.1696404084758	35.0722453762791	10463	21312	180	2G	
EA2131C	32.1696404084758	35.0722453762791	10463	21313	300	2G	
EA2133A	31.7418125846784	35.1831569009399	10472	21331	130	2G	
EA2133B	31.7418125846784	35.1831569009399	10472	21332	220	2G	
EA2133C	31.7418125846784	35.1831569009399	10472	21333	300	2G	
EA2134A	31.7171932961243	35.222051635899	10472	21341	35	2G	
EA2134B	31.7171932961243	35.222051635899	10472	21342	200	2G	
EA2134C	31.7171932961243	35.222051635899	10472	21343	345	2G	
EA2135A	31.8920547336981	34.9969365517626	10454	21351	20	2G	
EA2135B	31.8920547336981	34.9969365517626	10454	21352	140	2G	
EA2135C	31.8920547336981	34.9969365517626	10454	21353	270	2G	
EA2136D	32.1102065498882	35.5235662124436	10463	21364	10	2G	
EA2136E	32.1102065498882	35.5235662124436	10463	21365	220	2G	
EA2136F	32.1102065498882	35.5235662124436	10463	21366	290	2G	
EA2139A	32.1032572254141	35.1875767196018	10463	21391	0	2G	
EA2139B	32.1032572254141	35.1875767196018	10463	21392	90	2G	
EA2139C	32.1032572254141	35.1875767196018	10463	21393	270	2G	
EA2140A	31.9679344103901	35.0412837550583	10454	21401	20	2G	
EA2140B	31.9679344103901	35.0412837550583	10454	21402	110	2G	
EA2140C	31.9679344103901	35.0412837550583	10454	21403	200	2G	
EA2141A	31.7498181363635	35.2586644330632	10472	21411	10	2G	
EA2141B	31.7498181363635	35.2586644330632	10472	21412	140	2G	
EA2141C	31.7498181363635	35.2586644330632	10472	21413	260	2G	
EA2143A	31.777091543534	35.2343409981454	10479	21431	40	2G	
EA2143B	31.777091543534	35.2343409981454	10479	21432	120	2G	
EA2144D	31.7502929431404	35.4666526859279	10463	21444	90	2G	
EA2144E	31.7502929431404	35.4666526859279	10463	21445	190	2G	
EA2144F	31.7502929431404	35.4666526859279	10463	21446	320	2G	
EA2145A	31.8712211611039	35.1345777901171	10472	21451	290	2G	
EA2146A	31.8848070720807	35.2413085325547	10472	21461	110	2G	
EA2146B	31.8848070720807	35.2413085325547	10472	21462	220	2G	
EA2146C	31.8848070720807	35.2413085325547	10472	21463	310	2G	
EA2158A	31.7947889536325	35.0683970066434	10472	21581	70	2G	
EA2158B	31.7947889536325	35.0683970066434	10472	21582	150	2G	
EA2158C	31.7947889536325	35.0683970066434	10472	21583	220	2G	
EA2158G	31.7947889536325	35.0683970066434	10472	21587	300	2G	
EA2160D	31.9502740554437	35.4186053052941	10463	21604	90	2G	
EA2160E	31.9502740554437	35.4186053052941	10463	21605	180	2G	
EA2163A	31.7493798777311	35.2217944300166	10472	21631	50	2G	
EA2163B	31.7493798777311	35.2217944300166	10472	21632	140	2G	
EA2163C	31.7493798777311	35.2217944300166	10472	21633	250	2G	
EA2165A	31.8381563775957	35.2326076681083	10472	21651	80	2G	
EA2165B	31.8381563775957	35.2326076681083	10472	21652	170	2G	
EA2165C	31.8381563775957	35.2326076681083	10472	21653	320	2G	
EA2170A	32.2512281252458	35.1678960733028	10463	21701	40	2G	
EA2170B	32.2512281252458	35.1678960733028	10463	21702	120	2G	
EA2170C	32.2512281252458	35.1678960733028	10463	21703	200	2G	
EA2170G	32.2512281252458	35.1678960733028	10463	21707	310	2G	
EA2182A	31.7946813194159	35.2086663207884	10471	21821	40	2G	
EA2182B	31.7946813194159	35.2086663207884	10471	21822	250	2G	
EA2182C	31.7946813194159	35.2086663207884	10471	21823	330	2G	
EA2184A	31.8022299984269	35.2131400003519	10471	21841	20	2G	
EA2184B	31.8022299984269	35.2131400003519	10471	21842	110	2G	
EA2184C	31.8022299984269	35.2131400003519	10471	21843	310	2G	
EA2187A	31.776761360179	35.21338505706	10471	21871	180	2G	
EA2187B	31.776761360179	35.21338505706	10471	21872	300	2G	
EA2198A	31.7881144019576	35.2237967348438	10471	21981	10	2G	
EA2198B	31.7881144019576	35.2237967348438	10471	21982	270	2G	
EA2199A	31.7918672016294	35.2179584240745	10471	21991	75	2G	
EA2199B	31.7918672016294	35.2179584240745	10471	21992	175	2G	
EA2200A	31.7898450115766	35.2281369227315	10471	22001	30	2G	
EA2200B	31.7898450115766	35.2281369227315	10471	22002	120	2G	
EA2200C	31.7898450115766	35.2281369227315	10471	22003	300	2G	
EA2202A	31.8246982734655	35.2425004312926	10472	22021	120	2G	
EA2202B	31.8246982734655	35.2425004312926	10472	22022	200	2G	
EA2203A	31.7881961031663	35.2209255217094	10471	22031	50	2G	
EA2203B	31.7881961031663	35.2209255217094	10471	22032	310	2G	
EA2206A	31.7835511601624	35.2222757612824	10471	22061	10	2G	
EA2206B	31.7835511601624	35.2222757612824	10471	22062	250	2G	
EA2219A	31.7892939574734	35.1753223102659	10471	22191	95	2G	
EA2219B	31.7892939574734	35.1753223102659	10471	22192	195	2G	
EA2219C	31.7892939574734	35.1753223102659	10471	22193	240	2G	
EA2225A	31.824988275918	35.1303985992801	10472	22251	50	2G	
EA2225B	31.824988275918	35.1303985992801	10472	22252	160	2G	
EA2225C	31.824988275918	35.1303985992801	10472	22253	280	2G	
EA2225G	31.824988275918	35.1303985992801	10472	22257	350	2G	
EA2227A	31.8275423645781	35.2522772143738	10472	22271	50	2G	
EA2227B	31.8275423645781	35.2522772143738	10472	22272	150	2G	
EA2227C	31.8275423645781	35.2522772143738	10472	22273	265	2G	
EA2228A	31.7836430353886	35.2064704562696	10471	22281	60	2G	
EA2228B	31.7836430353886	35.2064704562696	10471	22282	140	2G	
EA2228C	31.7836430353886	35.2064704562696	10471	22283	220	2G	
EA2256A	31.8992387783714	35.223312921965	10472	22561	30	2G	
EA2256B	31.8992387783714	35.223312921965	10472	22562	200	2G	
EA2256C	31.8992387783714	35.223312921965	10472	22563	290	2G	
EA2258A	32.1699778739798	35.2396640164825	10463	22581	30	2G	
EA2258B	32.1699778739798	35.2396640164825	10463	22582	110	2G	
EA2258C	32.1699778739798	35.2396640164825	10463	22583	190	2G	
EA2258G	32.1699778739798	35.2396640164825	10463	22587	300	2G	
EA2262A	31.8837466938876	35.3118173573918	10472	22621	20	2G	
EA2262B	31.8837466938876	35.3118173573918	10472	22622	170	2G	
EA2262C	31.8837466938876	35.3118173573918	10472	22623	280	2G	
EA2263A	31.8908076862121	35.2718070862113	10472	22631	190	2G	
EA2263B	31.8908076862121	35.2718070862113	10472	22632	330	2G	
EA2264A	32.0490422029602	35.2713934369998	10463	22641	90	2G	
EA2264B	32.0490422029602	35.2713934369998	10463	22642	190	2G	
EA2264C	32.0490422029602	35.2713934369998	10463	22643	350	2G	
EA2265A	31.7309749155182	35.2059943107246	10472	22651	30	2G	
EA2265B	31.7309749155182	35.2059943107246	10472	22652	110	2G	
EA2265C	31.7309749155182	35.2059943107246	10472	22653	280	2G	
EA2268A	31.7759447962793	35.1693928137496	10471	22681	30	2G	
EA2268B	31.7759447962793	35.1693928137496	10471	22682	290	2G	
EA2271A	31.7798995215396	35.2155387678683	10471	22711	80	2G	
EA2271B	31.7798995215396	35.2155387678683	10471	22712	210	2G	
EA2271C	31.7798995215396	35.2155387678683	10471	22713	315	2G	
EA2272A	31.7912695148688	35.1340670836188	10472	22721	30	2G	
EA2272B	31.7912695148688	35.1340670836188	10472	22722	230	2G	
EA2272C	31.7912695148688	35.1340670836188	10472	22723	300	2G	
EA2275A	31.786107051992	35.2187669227805	10471	22751	20	2G	
EA2275B	31.786107051992	35.2187669227805	10471	22752	100	2G	
EA2275C	31.786107051992	35.2187669227805	10471	22753	260	2G	
EA2275G	31.786107051992	35.2187669227805	10471	22757	320	2G	
EA2277A	32.1969639383437	35.0016344594426	10444	22771	60	2G	
EA2277B	32.1969639383437	35.0016344594426	10444	22772	140	2G	
EA2277C	32.1969639383437	35.0016344594426	10444	22773	230	2G	
EA2287A	31.7680571557352	35.1832886589062	10471	22871	170	2G	
EA2287B	31.7680571557352	35.1832886589062	10471	22872	270	2G	
EA2292A	31.7256431517453	35.2235100854722	10472	22921	90	2G	
EA2292B	31.7256431517453	35.2235100854722	10472	22922	150	2G	
EA2292C	31.7256431517453	35.2235100854722	10472	22923	350	2G	
EA2293A	31.8566282963908	35.2117021598905	10472	22931	110	2G	
EA2293B	31.8566282963908	35.2117021598905	10472	22932	200	2G	
EA2293C	31.8566282963908	35.2117021598905	10472	22933	320	2G	
EA2295A	31.815388665281	35.2495622338833	10472	22951	220	2G	
EA2297A	31.7793698711073	35.2978140560063	10472	22971	130	2G	
EA2297B	31.7793698711073	35.2978140560063	10472	22972	240	2G	
EA2298A	31.7792144021291	35.2101757285728	10471	22981	20	2G	
EA2298B	31.7792144021291	35.2101757285728	10471	22982	90	2G	
EA2298C	31.7792144021291	35.2101757285728	10471	22983	190	2G	
EA2309A	31.8191931940006	35.2122592156525	10471	23091	140	2G	
EA2309B	31.8191931940006	35.2122592156525	10471	23092	250	2G	
EA2309C	31.8191931940006	35.2122592156525	10471	23093	350	2G	
EA2311A	31.775516896923	35.2082855343089	10471	23111	30	2G	
EA2311B	31.775516896923	35.2082855343089	10471	23112	140	2G	
EA2311C	31.775516896923	35.2082855343089	10471	23113	310	2G	
EA2314A	31.7976986747893	35.2204558800159	10471	23141	65	2G	
EA2314B	31.7976986747893	35.2204558800159	10471	23142	260	2G	
EA2316A	32.2083703123828	35.2747768848372	10463	23161	50	2G	
EA2316B	32.2083703123828	35.2747768848372	10463	23162	120	2G	
EA2316C	32.2083703123828	35.2747768848372	10463	23163	330	2G	
EA2321A	31.7058870520701	35.1254188847179	10473	23211	70	2G	
EA2321B	31.7058870520701	35.1254188847179	10473	23212	190	2G	
EA2321C	31.7058870520701	35.1254188847179	10473	23213	250	2G	
EA2323A	31.7136900719975	34.9982842976947	10473	23231	120	2G	
EA2323B	31.7136900719975	34.9982842976947	10473	23232	220	2G	
EA2323C	31.7136900719975	34.9982842976947	10473	23233	320	2G	
EA2325A	31.6986997389515	34.9912193752834	10473	23251	35	2G	
EA2325C	31.6986997389515	34.9912193752834	10473	23253	315	2G	
EA2330A	31.5465048911608	35.1197610823968	10473	23301	0	2G	
EA2330B	31.5465048911608	35.1197610823968	10473	23302	180	2G	
EA2330C	31.5465048911608	35.1197610823968	10473	23303	280	2G	
EA2334A	31.7214525839172	34.9962623269208	10473	23341	0	2G	
EA2334B	31.7214525839172	34.9962623269208	10473	23342	150	2G	
EA2334C	31.7214525839172	34.9962623269208	10473	23343	220	2G	
EA2335A	31.7488063327082	34.9859000300848	10473	23351	40	2G	
EA2335B	31.7488063327082	34.9859000300848	10473	23352	130	2G	
EA2335C	31.7488063327082	34.9859000300848	10473	23353	220	2G	
EA2336A	31.7105380876368	34.9506277472041	10473	23361	90	2G	
EA2336B	31.7105380876368	34.9506277472041	10473	23362	200	2G	
EA2336C	31.7105380876368	34.9506277472041	10473	23363	290	2G	
EA2337A	31.7827849146105	35.2177034877788	10471	23371	60	2G	
EA2337B	31.7827849146105	35.2177034877788	10471	23372	190	2G	
EA2337C	31.7827849146105	35.2177034877788	10471	23373	340	2G	
